"ServiceKey","ModuleKey","ModuleNameAr","ServiceNameAr","OriginalHref","OriginalUrl","OriginalFields","OriginalActions","OriginalStates","OriginalValidations","OriginalTables","OriginalFilters","OriginalExports","OriginalPermissions","LocalRoute","LocalApi","LocalEntity","Migration","LocalService","CatalogStatus","ParityStatus","EvidenceSource","EvidenceCapturedAt","TestCoverage","AcceptanceChecklist"
"evaluation-followup.followup_records_user","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط مستفيد","followup_records_user.php","https://www.sarh.org.sa/rafed/followup_records_user.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_user","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_relative","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط تابع","followup_records_relative.php","https://www.sarh.org.sa/rafed/followup_records_relative.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_relative","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_request","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط طلب إعانة","followup_records_request.php","https://www.sarh.org.sa/rafed/followup_records_request.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_request","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_kafeel","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط كافل","followup_records_kafeel.php","https://www.sarh.org.sa/rafed/followup_records_kafeel.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_kafeel","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_kafala","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط كفالة","followup_records_kafala.php","https://www.sarh.org.sa/rafed/followup_records_kafala.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_kafala","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"evaluation-followup.followup_records_supporter","evaluation-followup","إدارة التقييم و المتابعة","إضافة نشاط داعم","followup_records_supporter.php","https://www.sarh.org.sa/rafed/followup_records_supporter.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/evaluation-followup.followup_records_supporter","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_management","movement-maintenance","إدارة الحركة و الصيانة","إدارة السيارات","cars_management.php","https://www.sarh.org.sa/rafed/cars_management.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_management","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_requests","movement-maintenance","إدارة الحركة و الصيانة","طلبات توفير السيارات","cars_requests.php","https://www.sarh.org.sa/rafed/cars_requests.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_requests","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_hand","movement-maintenance","إدارة الحركة و الصيانة","تسليم سيارة لموظف","cars_hand.php","https://www.sarh.org.sa/rafed/cars_hand.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_hand","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_receive","movement-maintenance","إدارة الحركة و الصيانة","استلام سيارة من موظف","cars_receive.php","https://www.sarh.org.sa/rafed/cars_receive.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_receive","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_movements","movement-maintenance","إدارة الحركة و الصيانة","قاعدة بيانات حركة السيارات","cars_movements.php","https://www.sarh.org.sa/rafed/cars_movements.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_movements","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.cars_maintenance","movement-maintenance","إدارة الحركة و الصيانة","إدارات طلبات صيانة السيارات","cars_maintenance.php","https://www.sarh.org.sa/rafed/cars_maintenance.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.cars_maintenance","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"movement-maintenance.maintenance_request","movement-maintenance","إدارة الحركة و الصيانة","إدارة طلبات الصيانة","maintenance_request.php","https://www.sarh.org.sa/rafed/maintenance_request.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/movement-maintenance.maintenance_request","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"reports-statistics.report_users","reports-statistics","إدارة التقارير و الإحصائيات","تقارير المستفيدين","report_users.php","https://www.sarh.org.sa/rafed/report_users.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/reports-statistics.report_users","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"reports-statistics.report_users_income","reports-statistics","إدارة التقارير و الإحصائيات","تقارير مصادر دخل المستفيدين","report_users_income.php","https://www.sarh.org.sa/rafed/report_users_income.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/reports-statistics.report_users_income","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"reports-statistics.report_relatives","reports-statistics","إدارة التقارير و الإحصائيات","تقارير التابعين","report_relatives.php","https://www.sarh.org.sa/rafed/report_relatives.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/reports-statistics.report_relatives","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"reports-statistics.report_personnel","reports-statistics","إدارة التقارير و الإحصائيات","تقارير الموظفين","report_personnel.php","https://www.sarh.org.sa/rafed/report_personnel.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/reports-statistics.report_personnel","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"reports-statistics.report_requests","reports-statistics","إدارة التقارير و الإحصائيات","تقارير طلبات الإعانة","report_requests.php","https://www.sarh.org.sa/rafed/report_requests.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/reports-statistics.report_requests","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
